 Base_Id,Budget_Fiscal_Year,Fiscal_Period,Payment Date,Cabinet_Secretariat,Department,Appropriation_Type,Appropriation,Object_Class,Object_Code,Encumbrance ID,Zip_Code,Amount,Fund,Fund_Code,Appropriation_Code,Object,Department_Code,Vendor,Vendor_Id,Payment ID,Payment_Method,State,City,Create_Date
00000000000046955854,2021,12,2021-06-16T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,5191.72,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,06162100000000026087,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046954408,2021,11,2021-05-13T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,10721.68,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,05112100000000000997,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046950717,2021,6,2020-12-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(BB) REGULAR EMPLOYEE RELATED EXPEN,(B11) EMPLOYER REFUND OF NON-TAX BENEFITS,UNASSIGNED,UNASSIGNED,1.5,GENERAL FUND,0010,91100100,B11,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020201205120403,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046926506,2021,8,2021-02-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,4859.98,GENERAL FUND,0010,91100100,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210130118643,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046926299,2021,12,2021-06-17T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,4285.96,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,06172100000000026153,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046904551,2021,6,2020-12-09T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(999) PAYROLL REJECTS,(ELD99999) PAYROLL HOLD ACCOUNT,(99) PAYROLL REJECTS,(999) PAYROLL REJECTS,UNASSIGNED,UNASSIGNED,-10771.9,PAYROLL REJECT FUND,0999,ELD99999,999,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,11242000000000000604,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046901938,2021,4,2020-10-22T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101094) STATE HEALTH INSURANCE ASSISTANCE PROGRAM,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,5821.82,FEDERAL GRANTS FUND,0100,91101094,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,10132000000000000421,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046883371,2021,3,2020-09-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(BB) REGULAR EMPLOYEE RELATED EXPEN,(B11) EMPLOYER REFUND OF NON-TAX BENEFITS,UNASSIGNED,UNASSIGNED,1.5,FEDERAL GRANTS FUND,0100,91101076,B11,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,08042000000000000181,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046880530,2021,4,2020-10-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,3553.16,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020201024117113,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046876586,2021,12,2021-06-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101455) SENIOR PRESCRIPTION DRUG INSURANCE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,-6847.31,GENERAL FUND,0010,91101455,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,06022100000000024304,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046856899,2021,2,2020-08-04T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101637) HOME CARE AIDE TRAINING GRANT PROGRAM,(CC) SPECIAL EMPLOYEES,(C04) CONTRACTED SEASONAL EMPLOYEES,UNASSIGNED,UNASSIGNED,2850,GENERAL FUND,0010,91101637,C04,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,CNTR 020200801100313,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046853482,2021,13,2021-08-20T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,-5144.23,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,08202100000000003206,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046851508,2021,3,2020-09-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101075) TITLE VII OMBUDSMAN,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,11280.45,FEDERAL GRANTS FUND,0100,91101075,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,09012000000000000306,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046833069,2021,12,2021-07-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(BB) REGULAR EMPLOYEE RELATED EXPEN,(B11) EMPLOYER REFUND OF NON-TAX BENEFITS,UNASSIGNED,UNASSIGNED,3,FEDERAL GRANTS FUND,0100,91101076,B11,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210703129663,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046832213,2021,6,2020-12-22T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101178) COMMUNITY SERVICE EMPLOYMENT PROGRAM,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,3313.64,FEDERAL GRANTS FUND,0100,91101178,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020201219111123,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046830834,2021,12,2021-06-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101455) SENIOR PRESCRIPTION DRUG INSURANCE,(BB) REGULAR EMPLOYEE RELATED EXPEN,(B02) IN-STATE TRAVEL,UNASSIGNED,UNASSIGNED,213.62,GENERAL FUND,0010,91101455,B02,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210605115733,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046788152,2021,1,2020-07-07T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,3210.79,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020200704117183,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046787151,2021,3,2020-09-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,"(91101074) OLDER AMERICANS ASSISTANCE, TITLE III-74",(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,5511.51,FEDERAL GRANTS FUND,0100,91101074,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,08182000000000000236,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046786098,2021,13,2021-08-30T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,-6482.3,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,08302100000000003689,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046784621,2021,2,2020-08-04T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101455) SENIOR PRESCRIPTION DRUG INSURANCE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,8766.71,GENERAL FUND,0010,91101455,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020200801120253,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046772852,2021,2,2020-08-18T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(999) PAYROLL REJECTS,(ELD99999) PAYROLL HOLD ACCOUNT,(99) PAYROLL REJECTS,(999) PAYROLL REJECTS,UNASSIGNED,UNASSIGNED,15773.68,PAYROLL REJECT FUND,0999,ELD99999,999,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020200815115243,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046771510,2021,1,2020-07-21T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(999) PAYROLL REJECTS,(ELD99999) PAYROLL HOLD ACCOUNT,(99) PAYROLL REJECTS,(999) PAYROLL REJECTS,UNASSIGNED,UNASSIGNED,21489.72,PAYROLL REJECT FUND,0999,ELD99999,999,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020200718117593,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046771480,2021,10,2021-04-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(4FN) FEDERAL GRANTS,(91101076) TITLE IIIB SUPPORTIVE SERVICE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,30627.09,FEDERAL GRANTS FUND,0100,91101076,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210424116443,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046769952,2021,11,2021-05-11T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,42441.59,GENERAL FUND,0010,91100100,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210508110233,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046769367,2021,2,2020-08-04T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,30520.86,GENERAL FUND,0010,91100100,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020200801120223,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046769252,2021,4,2020-10-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,48939.18,GENERAL FUND,0010,91100100,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020201024115493,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046768769,2021,8,2021-02-16T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,29875.91,GENERAL FUND,0010,91100100,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210213117273,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046748893,2021,12,2021-06-08T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101455) SENIOR PRESCRIPTION DRUG INSURANCE,(BB) REGULAR EMPLOYEE RELATED EXPEN,(B11) EMPLOYER REFUND OF NON-TAX BENEFITS,UNASSIGNED,UNASSIGNED,1.5,GENERAL FUND,0010,91101455,B11,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210605115733,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046747064,2021,12,2021-06-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91100100) ELDER AFFAIRS ADMINISTRATION,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,-5144.23,GENERAL FUND,0010,91100100,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,06022100000000024374,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046745483,2021,2,2020-08-04T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101630) HOME CARE SERVICES FOR THE ELDERLY,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,6336.88,GENERAL FUND,0010,91101630,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020200801120303,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046745427,2021,8,2021-02-16T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101455) SENIOR PRESCRIPTION DRUG INSURANCE,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,3551.31,GENERAL FUND,0010,91101455,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020210213117313,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046742965,2021,9,2021-04-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(999) PAYROLL REJECTS,(ELD99999) PAYROLL HOLD ACCOUNT,(99) PAYROLL REJECTS,(999) PAYROLL REJECTS,UNASSIGNED,UNASSIGNED,-10721.7,PAYROLL REJECT FUND,0999,ELD99999,999,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,03022100000000000853,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046720342,2021,5,2020-11-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(999) PAYROLL REJECTS,(ELD99999) PAYROLL HOLD ACCOUNT,(99) PAYROLL REJECTS,(999) PAYROLL REJECTS,UNASSIGNED,UNASSIGNED,4059.22,PAYROLL REJECT FUND,0999,ELD99999,999,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020201121114283,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
00000000000046717985,2021,6,2020-12-22T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DEPARTMENT OF ELDER AFFAIRS (ELD),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(91101636) PROTECTIVE SERVICES,(AA) REGULAR EMPLOYEE COMPENSATION,(A01) SALARIES: INCLUSIVE,UNASSIGNED,UNASSIGNED,3000,GENERAL FUND,0010,91101636,A01,ELD,ELD - SUMMARY PAYROLL,UNASSIGNED,EMPL 020201219110213,UNASSIGNED,UNASSIGNED,UNASSIGNED,2025-12-01T15:44:24.000
